test,stat,pvalue,df,runtime_ms,converged_full,converged_null,error_type,failed,reject,scenario,scenario_slug,hypothesis_id,n,effect_size,rep,seed,alpha,null_spec,null_df,notes,is_null
wald,0.13313566818602326,0.7152027705254672,1,0.21269999706419185,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,0,7911232516600314726,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.13333333333333333,0.7150006546880892,1,0.11369999992894009,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,0,7911232516600314726,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.13343227476759978,0.7148995492195354,1,0.057600002037361264,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,0,7911232516600314726,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,1.9878550898973952,0.158565329352785,1,0.15010000061010942,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,2.038623141848717,0.15334839418269913,1,0.10430000111227855,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,2.0577149904369705,0.1514371097495401,1,0.0594000011915341,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,1,5801373576750411889,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.8044796506635099,0.3697573934490104,1,0.13409999519353732,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.8144796380090498,0.3667991499409,1,0.08440000237897038,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.8242673685844863,0.36393543459771094,1,0.046799999836366624,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,2,2747550595085889629,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.08918157463070568,0.7652202035946875,1,0.12549999519251287,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,3,8033120488352715130,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.0892857142857152,0.7650871933583786,1,0.09999999747378752,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,3,8033120488352715130,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.08924946788676635,0.7651334787364638,1,0.0518000015290454,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,3,8033120488352715130,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.3602375419626202,0.5483743403773376,1,0.13010000111535192,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,4,7917994779817670030,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.3619909502262462,0.5474025865661234,1,0.08890000026440248,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,4,7917994779817670030,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.36142837845594755,0.5477140189224221,1,0.05570000212173909,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.0,4,7917994779817670030,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,11.587201378025224,0.0006640727554101117,1,0.12240000069141388,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,0,4320084320215892679,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,18.373205741631438,1.8159372089251097e-05,1,0.08910000178730115,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,0,4320084320215892679,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,19.92448728635355,8.056182895738207e-06,1,0.049700000090524554,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,0,4320084320215892679,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,4.102461111669555e-06,0.9983839231801722,1,0.12910000077681616,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,1,8936240309162264619,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,26.25000000084956,2.9995482318917195e-07,1,0.09130000398727134,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,1,8936240309162264619,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,34.107497750238736,5.214993753505615e-09,1,0.051200004236306995,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,1,8936240309162264619,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,4.6229802658851895,0.03154638140448678,1,0.1322999960393645,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,2,7428679144570726470,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,5.00000000000001,0.02534731867746811,1,0.08710000111022964,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,2,7428679144570726470,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,5.178277304132074,0.022870988799050095,1,0.053800002206116915,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,2,7428679144570726470,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,4.339595374615539e-06,0.9983378723805718,1,0.12539999443106353,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,3,1488286183078445266,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,19.285714285684197,1.1254527654019484e-05,1,0.08749999688006938,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,3,1488286183078445266,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,23.155814646740794,1.4939078538545751e-06,1,0.05409999721450731,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,3,1488286183078445266,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,3.923115483780576e-06,0.9984196425656762,1,0.12280000373721123,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,4,4254020701497251284,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,19.849624060149996,8.37792076838646e-06,1,0.08399999933317304,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,4,4254020701497251284,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,24.88123018911806,6.097320417559401e-07,1,0.05080000119050965,True,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,0.7,4,4254020701497251284,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,,,1,0.0027999994927085936,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,0,4252903538484150392,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,29.999999999999964,4.3204630578275776e-08,1,0.11079999967478216,False,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,0,4252903538484150392,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,,,1,0.0016999983927235007,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,0,4252903538484150392,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,,,1,0.0021000014385208488,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,1,5480721657621830601,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,30.000000000000018,4.3204630578274565e-08,1,0.11180000001331791,False,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,1,5480721657621830601,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,,,1,0.0012999953469261527,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,1,5480721657621830601,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,,,1,0.0017999991541728377,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,2,8975716206778128835,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,29.999999999915445,4.3204630580158836e-08,1,0.11519999679876491,False,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,2,8975716206778128835,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,,,1,0.0012000018614344299,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,2,8975716206778128835,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,,,1,0.0016999983927235007,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,3,2868402048173145336,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,29.99999999999996,4.32046305782758e-08,1,0.10959999781334773,False,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,3,2868402048173145336,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,,,1,0.0012000018614344299,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,3,2868402048173145336,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,,,1,0.001700005668681115,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,4,8548216248079561584,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
score,30.0,4.3204630578274955e-08,1,0.11040000390494242,False,True,,False,True,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,4,8548216248079561584,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
lr,,,1,0.0012000018614344299,False,True,perfect_separation_warning,True,False,Separation: Logistic (full MLE unstable),logistic_separation,main,30,1.0,4,8548216248079561584,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,False
wald,0.2772758106614124,0.5984923313372567,1,0.13480000052368268,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,0,7338243660904050538,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.27777777777777807,0.5981614526835277,1,0.0870000003487803,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,0,7338243660904050538,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.2780284434522997,0.5979963658838837,1,0.050499998906161636,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,0,7338243660904050538,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.15568982774633905,0.693156195229943,1,0.12540000170702115,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,1,6064463372350678533,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.15584415584415837,0.6930118863702301,1,0.08479999814881012,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,1,6064463372350678533,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.15574196209952618,0.6931074362841456,1,0.05339999916031957,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,1,6064463372350678533,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.35903719301014575,0.5490414406382036,1,0.1384999995934777,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,2,618620882724742596,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
score,0.359827228514098,0.5486022040102485,1,0.09390000195708126,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,2,618620882724742596,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
lr,0.3605957474306507,0.5481755586800436,1,0.055999997130129486,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,2,618620882724742596,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
wald,0.008201786877672472,0.9278392628763877,1,0.13860000035492703,True,True,,False,False,Separation: Logistic (full MLE unstable),logistic_separation,main,60,0.0,3,3213106130386463495,0.05,H0: beta_1 = 0,1,完全/準分離でfull MLEが壊れるとWald/LRは失敗しやすい。帰無モデル依存のScoreは残りやすい。,True
